timestamp,src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,total_packets,total_bytes,avg_packet_size,min_packet_size,max_packet_size,packets_per_second,bytes_per_second,syn_count,ack_count,fin_count,rst_count,psh_count,unique_src_ports,unique_dst_ports,device_total_flows,device_avg_pkt_rate,device_pkt_rate_deviation,device_avg_byte_rate,device_byte_rate_deviation,device_unique_dst_ips,device_unique_dst_ports,device_new_dst_ratio,device_protocol_dist_tcp,device_protocol_dist_udp,device_protocol_dist_icmp,device_avg_payload_size,device_payload_size_deviation,is_registered_iot,is_gateway,device_age_seconds,network_active_flows,network_total_pps,network_total_bps,network_unique_src_ips,network_unique_dst_ips,network_avg_flow_duration,network_entropy_src_ip,network_entropy_dst_port,active_snort_alerts,distinct_alert_types,label,attack_type,snort_sid
2026-02-25T05:19:28.077471,10.0.0.3,10.0.0.4,0,0,ICMP,0.2518,2,196,98.0,98,98,7.9422,778.3357,0,0,0,0,0,0,0,1,0.7942,0.0,77.8336,0.0,1,1,1.0,0.0,0.0,1.0,9.8,0.0,0,0,0.41,2,0.6,58.8,2,2,0.1264,0.9183,0.0,0,0,0,normal,
2026-02-25T05:19:28.333275,10.0.0.4,10.0.0.3,0,0,ICMP,0.001,1,98,98.0,98,98,1000.0,98000.0,0,0,0,0,0,0,0,1,100.0,0.0,9800.0,0.0,1,1,1.0,0.0,0.0,1.0,9.8,0.0,0,0,0.15,2,0.6,58.8,2,2,0.1264,0.9183,0.0,0,0,0,normal,
2026-02-25T05:19:28.568686,10.0.0.3,10.0.0.4,0,0,ICMP,4.5824,10,980,98.0,98,98,2.1822,213.8595,0,0,0,0,0,0,0,2,0.933,-0.7071,91.4362,-0.7071,1,1,1.0,0.0,0.0,1.0,18.62,0.0,0,0,5.41,4,20.2,1979.6,3,3,3.3915,1.2833,0.0,0,0,0,normal,
2026-02-25T05:19:28.569993,10.0.0.4,10.0.0.3,0,0,ICMP,4.6573,65,6370,98.0,98,98,13.9566,1367.7509,0,0,0,0,0,0,0,2,91.3957,-0.7071,8956.7751,-0.7071,1,1,1.0,0.0,0.0,1.0,18.62,0.0,0,0,5.16,4,20.2,1979.6,3,3,3.3915,1.2833,0.0,0,0,0,normal,
2026-02-25T05:19:30.435948,10.0.0.3,10.0.0.1,0,0,ICMP,2.966,12,1176,98.0,98,98,4.0459,396.4953,0,0,0,0,0,0,0,3,1.2443,-0.2305,121.9421,-0.2305,2,1,1.0,0.0,0.0,1.0,26.558,0.0,0,0,5.41,4,20.2,1979.6,3,3,3.3915,1.2833,0.0,0,0,0,normal,
2026-02-25T05:19:32.042850,10.0.0.1,10.0.0.3,0,0,ICMP,1.3601,14,1372,98.0,98,98,10.293,1008.7131,0,0,0,0,0,0,0,1,1.0293,0.0,100.8713,0.0,1,1,1.0,0.0,0.0,1.0,9.8,0.0,0,0,1.45,4,20.2,1979.6,3,3,3.3915,1.2833,0.0,0,0,0,normal,
2026-02-25T05:19:33.639358,10.0.0.1,10.0.0.3,0,0,ICMP,4.7824,173,16954,98.0,98,98,36.174,3545.0518,0,0,0,0,0,0,0,2,4.5438,0.7071,445.2894,0.7071,1,1,1.0,0.0,0.0,1.0,18.62,0.0,0,0,6.46,4,49.2,4821.6,3,3,4.2428,1.1691,0.0,0,0,0,normal,
2026-02-25T05:19:33.710724,10.0.0.3,10.0.0.1,0,0,ICMP,4.3295,22,2156,98.0,98,98,5.0814,497.9755,0,0,0,0,0,0,0,4,1.628,0.1116,159.5454,0.1116,1,1,1.0,0.0,0.0,1.0,33.7022,0.0,0,0,10.42,4,49.2,4821.6,3,3,4.2428,1.1691,0.0,0,0,0,normal,
2026-02-25T05:19:34.299611,10.0.0.3,10.0.0.4,0,0,ICMP,3.9314,9,882,98.0,98,98,2.2893,224.3471,0,0,0,0,0,0,0,5,1.6941,-0.8519,166.0256,-0.8519,2,1,1.0,0.0,0.0,1.0,40.132,0.0,0,0,10.42,4,49.2,4821.6,3,3,4.2428,1.1691,0.0,0,0,0,normal,
2026-02-25T05:19:34.300859,10.0.0.4,10.0.0.3,0,0,ICMP,3.928,42,4116,98.0,98,98,10.6925,1047.8636,0,0,0,0,0,0,0,3,83.3253,-0.5802,8165.8839,-0.5802,1,1,1.0,0.0,0.0,1.0,26.558,0.0,0,0,10.17,4,49.2,4821.6,3,3,4.2428,1.1691,0.0,0,0,0,normal,
2026-02-25T05:19:38.520318,10.0.0.1,10.0.0.3,0,0,ICMP,4.966,559,54782,98.0,98,98,112.5655,11031.4235,0,0,0,0,0,0,0,3,15.3459,1.12,1503.9028,1.12,1,1,1.0,0.0,0.0,1.0,26.558,0.0,0,0,11.47,6,133.2,13053.6,3,3,3.4168,0.7759,0.0,0,0,0,normal,
2026-02-25T05:19:38.535158,10.0.0.3,10.0.0.1,0,0,ICMP,4.8797,41,4018,98.0,98,98,8.4021,823.4093,0,0,0,0,0,0,0,6,2.3649,1.2638,231.764,1.2638,1,1,1.0,0.0,0.0,1.0,45.9188,0.0,0,0,15.43,6,133.2,13053.6,3,3,3.4168,0.7759,0.0,0,0,0,normal,
2026-02-25T05:19:38.602044,10.0.0.3,10.0.0.4,0,0,ICMP,4.4026,12,1176,98.0,98,98,2.7257,267.1158,0,0,0,0,0,0,0,7,2.401,-0.7442,235.2991,-0.7442,2,1,1.0,0.0,0.0,1.0,51.1269,0.0,0,0,15.43,6,133.2,13053.6,3,3,3.4168,0.7759,0.0,0,0,0,normal,
2026-02-25T05:19:38.602336,10.0.0.4,10.0.0.3,0,0,ICMP,4.8693,49,4802,98.0,98,98,10.0631,986.1794,0,0,0,0,0,0,0,4,75.9991,-0.503,7447.9135,-0.503,1,1,1.0,0.0,0.0,1.0,33.7022,0.0,0,0,15.18,6,133.2,13053.6,3,3,3.4168,0.7759,0.0,0,0,0,normal,
2026-02-25T05:19:41.437615,10.0.0.1,10.0.0.4,0,0,ICMP,1.3823,4,392,98.0,98,98,2.8938,283.5929,0,0,0,0,0,0,0,4,14.1007,-0.7498,1381.8718,-0.7498,2,1,1.0,0.0,0.0,1.0,33.7022,0.0,0,0,11.47,6,133.2,13053.6,3,3,3.4168,0.7759,0.0,0,0,0,normal,
2026-02-25T05:19:42.820547,10.0.0.4,10.0.0.1,0,0,ICMP,0.001,1,98,98.0,98,98,1000.0,98000.0,0,0,0,0,0,0,0,5,168.3992,1.0954,16503.1221,1.0954,2,1,1.0,0.0,0.0,1.0,40.132,0.0,0,0,15.18,6,133.2,13053.6,3,3,3.4168,0.7759,0.0,0,0,0,normal,
2026-02-25T05:19:43.515841,10.0.0.1,10.0.0.3,0,0,ICMP,4.9948,817,80066,98.0,98,98,163.5712,16029.9748,0,0,0,0,0,0,0,5,29.0478,1.4046,2846.6821,1.4046,1,1,1.0,0.0,0.0,1.0,40.132,0.0,0,0,16.48,8,187.0,18326.0,4,4,2.7612,0.6406,0.0,0,0,0,normal,
2026-02-25T05:19:43.545872,10.0.0.4,10.0.0.3,0,0,ICMP,4.0368,20,1960,98.0,98,98,4.9544,485.5281,0,0,0,0,0,0,0,6,152.0547,-0.6552,14901.3627,-0.6552,1,1,1.0,0.0,0.0,1.0,45.9188,0.0,0,0,20.19,8,187.0,18326.0,4,4,2.7612,0.6406,0.0,0,0,0,normal,
2026-02-25T05:19:43.917291,10.0.0.3,10.0.0.1,0,0,ICMP,4.4221,67,6566,98.0,98,98,15.1512,1484.8214,0,0,0,0,0,0,0,8,3.676,2.0736,360.2514,2.0736,1,1,1.0,0.0,0.0,1.0,55.8142,0.0,0,0,20.44,8,187.0,18326.0,4,4,2.7612,0.6406,0.0,0,0,0,normal,
2026-02-25T05:19:44.283412,10.0.0.1,10.0.0.4,0,0,ICMP,3.605,8,784,98.0,98,98,2.2192,217.4778,0,0,0,0,0,0,0,6,26.3649,-0.7734,2583.7617,-0.7734,2,1,1.0,0.0,0.0,1.0,45.9188,0.0,0,0,16.48,8,187.0,18326.0,4,4,2.7612,0.6406,0.0,0,0,0,normal,
2026-02-25T05:19:44.495856,10.0.0.4,10.0.0.1,0,0,ICMP,3.8441,13,1274,98.0,98,98,3.3818,331.4208,0,0,0,0,0,0,0,7,137.1874,-0.5963,13444.3685,-0.5963,2,1,1.0,0.0,0.0,1.0,51.1269,0.0,0,0,20.19,8,187.0,18326.0,4,4,2.7612,0.6406,0.0,0,0,0,normal,
2026-02-25T05:19:46.301558,10.0.0.3,10.0.0.4,0,0,ICMP,0.9002,7,686,98.0,98,98,7.7764,762.0913,0,0,0,0,0,0,0,9,4.0861,0.3824,400.4354,0.3824,2,1,1.0,0.0,0.0,1.0,60.0328,0.0,0,0,20.44,8,187.0,18326.0,4,4,2.7612,0.6406,0.0,0,0,0,normal,
2026-02-25T05:19:47.968501,10.0.0.2,10.0.0.3,0,0,ICMP,0.2854,2,196,98.0,98,98,7.0081,686.7964,0,0,0,0,0,0,0,1,0.7008,0.0,68.6796,0.0,1,1,1.0,0.0,0.0,1.0,9.8,0.0,0,0,0.55,8,187.0,18326.0,4,4,2.7612,0.6406,0.0,0,0,0,normal,
2026-02-25T05:19:48.254261,10.0.0.3,10.0.0.2,0,0,ICMP,0.001,1,98,98.0,98,98,1000.0,98000.0,0,0,0,0,0,0,0,10,103.6775,2.8458,10160.3918,2.8458,3,1,1.0,0.0,0.0,1.0,63.8295,0.0,0,0,20.45,8,187.0,18326.0,4,4,2.7612,0.6406,0.0,0,0,0,normal,
2026-02-25T05:19:48.534254,10.0.0.1,10.0.0.3,0,0,ICMP,4.9515,918,89964,98.0,98,98,185.3998,18169.1773,0,0,0,0,0,0,0,7,42.2684,1.4158,4142.3032,1.4158,1,1,1.0,0.0,0.0,1.0,51.1269,0.0,0,0,21.48,8,220.8,21638.4,4,4,3.2723,0.8041,0.0,0,0,0,normal,
2026-02-25T05:19:48.536175,10.0.0.3,10.0.0.1,0,0,ICMP,4.7967,96,9408,98.0,98,98,20.014,1961.3678,0,0,0,0,0,0,0,11,95.3111,-0.2598,9340.4894,-0.2598,1,1,1.0,0.0,0.0,1.0,67.2466,0.0,0,0,25.45,8,220.8,21638.4,4,4,3.2723,0.8041,0.0,0,0,0,normal,
2026-02-25T05:19:48.539071,10.0.0.4,10.0.0.1,0,0,ICMP,4.9293,45,4410,98.0,98,98,9.129,894.6426,0,0,0,0,0,0,0,8,124.3816,-0.5391,12189.3959,-0.5391,1,1,1.0,0.0,0.0,1.0,55.8142,0.0,0,0,25.19,8,220.8,21638.4,4,4,3.2723,0.8041,0.0,0,0,0,normal,
